id,gender,age,spend
2542,F,55,103.3
2543,F,43,101.89
2544,F,29,49.34
2545,F,31,106.17
2546,F,70,161.71
2547,F,30,271.96
2548,F,24,129.12
2549,F,18,32.13
2550,F,78,110.62
2551,F,33,24.62
2552,M,83,99.79
2553,M,18,115.76
2554,M,20,119.76
2555,F,53,235.83
2556,F,22,258.69
2557,F,21,202.63
2558,M,70,191.42
2559,M,20,224.74
2560,M,46,260.9
2561,F,20,134.5
2562,F,26,91.11
2563,F,21,112.82
2564,F,22,72.45
2565,F,21,67.87
2566,F,18,144.04
2567,F,24,14.49
2568,M,48,183.94
2569,M,20,281.05
2570,F,69,110.5
2571,F,24,27.37
2572,F,27,239.37
2573,F,25,83.72
2574,F,26,76.8
2575,F,47,78.07
2576,M,43,36.31
2577,F,24,128.58
2578,M,20,295.32
2579,F,93,145.24
2580,F,42,141.84
2581,F,32,41.12
2582,F,72,12.76
2583,F,30,149.83
2584,F,21,264.59
2585,F,22,135.69
2586,F,96,259.88
2587,M,23,222.25
2588,F,43,237.93
2589,M,18,181.95
2590,F,54,260.98
2591,F,40,212.76
2592,F,24,244.95
2593,F,40,115.71
2594,F,96,25.67
2595,M,21,156.02
2596,F,95,163.71
2597,M,92,84.99
2598,F,29,68.58
2599,F,68,289.99
2600,F,24,258.83
2601,F,23,256.51
2602,M,41,234.37
2603,M,24,204.89
2604,F,60,273.62
2605,F,51,280.39
2606,M,18,252.78
2607,F,21,256.52
2608,F,44,128.89
2609,M,26,270.75
2610,F,37,68.85
2611,F,18,113.97
2612,F,31,96.12
2613,F,21,169.59
2614,F,22,182.17
2615,F,33,281.15
2616,M,22,258.62
2617,M,18,115.5
2618,F,31,53.7
2619,F,43,278.14
2620,M,97,158.13
2621,F,67,295.3
2622,M,83,140.91
2623,F,20,108.41
2624,M,99,257.87
2625,M,23,162.93
2626,F,32,280.26
2627,M,20,103.96
2628,F,24,97.34
2629,M,63,112.53
2630,F,20,115.38
2631,M,21,29.67
2632,F,21,296.6
2633,F,18,24.11
2634,F,29,41.18
2635,F,75,257.95
2636,F,88,260.17
2637,M,36,180.11
2638,F,23,179.41
2639,F,22,235.36
2640,F,50,150.66
2641,F,53,115.66
2642,F,21,290.1
2643,F,23,243.09
2644,F,79,224.7
2645,F,21,203.25
2646,F,20,143.56
2647,M,22,266.46
2648,F,22,33.88
2649,F,72,258.55
2650,F,20,245.76
2651,M,95,274.74
2652,F,18,284.97
2653,M,24,294.57
2654,F,38,277.38
2655,F,20,262.93
2656,F,21,139.56
2657,F,25,236.42
2658,M,44,228.63
2659,M,21,6.61
2660,M,35,289.55
2661,M,24,123.79
2662,F,38,299.49
2663,F,29,231.21
2664,F,35,145.04
2665,F,23,295.51
2666,M,32,281.37
2667,F,66,129.42
2668,F,23,14.81
2669,M,27,83.64
2670,M,24,21.21
2671,F,61,234.28
2672,F,21,224.79
2673,F,58,241.16
2674,F,40,133.88
2675,M,57,255.58
2676,F,21,227.49
2677,F,18,62.3
2678,F,51,240.12
2679,F,20,117.39
2680,F,18,210.2
2681,M,52,225.45
2682,M,88,238.91
2683,F,53,232.45
2684,F,45,289.43
2685,F,50,88.2
2686,F,19,78.13
2687,F,26,197.43
2688,F,23,257.22
2689,M,50,141.04
2690,M,85,271.49
2691,M,18,92.2
2692,M,34,183.13
2693,F,97,296.62
2694,F,38,191.03
2695,F,72,187.04
2696,F,21,76.24
2697,M,50,227.28
2698,F,24,81.59
2699,M,21,263.13
2700,F,29,119.63
2701,F,28,123.22
2702,F,53,132.78
2703,F,22,297.05
2704,F,37,260.11
2705,M,43,194.9
2706,M,40,258.12
2707,M,19,293.71
2708,F,30,273.54
2709,F,19,236.56
2710,F,21,87.33
2711,F,69,279.96
2712,F,52,248.0
2713,M,84,169.25
2714,F,71,197.71
2715,F,23,219.07
2716,F,18,119.45
2717,M,24,297.34
2718,M,96,246.99
2719,F,20,193.62
2720,F,24,209.77
2721,F,26,162.55
2722,M,40,59.37
2723,F,35,251.68
2724,F,69,233.13
2725,F,48,129.83
2726,F,62,209.68
2727,F,23,193.99
2728,F,54,151.03
2729,F,24,17.52
2730,M,33,27.11
2731,F,44,239.53
2732,F,41,82.83
2733,F,52,222.79
2734,F,42,70.18
2735,F,18,15.06
2736,F,54,294.64
2737,M,72,94.43
2738,F,67,56.18
2739,F,40,172.74
2740,F,98,295.15
2741,F,90,62.23
2742,F,21,286.59
2743,F,39,156.12
2744,F,35,229.86
2745,F,91,138.38
2746,F,26,243.64
2747,M,28,263.1
2748,F,80,205.56
2749,M,19,222.56
2750,F,21,100.55
2751,M,47,48.31
2752,M,18,209.37
2753,F,36,250.12
2754,M,47,98.58
2755,M,55,259.78
2756,M,95,130.78
2757,F,24,164.77
2758,F,62,267.12
2759,F,40,118.91
2760,F,70,211.47
2761,F,20,216.54
2762,F,90,54.75
2763,F,93,177.45
2764,F,18,148.23
2765,F,20,135.91
2766,F,24,151.81
2767,F,48,58.48
2768,F,21,189.3
2769,F,45,206.28
2770,F,34,226.04
2771,M,54,23.55
2772,F,26,217.52
2773,F,22,114.24
2774,F,38,151.28
2775,F,44,166.58
2776,F,21,135.52
2777,F,20,149.99
2778,F,64,293.74
2779,M,19,87.33
2780,F,74,51.2
2781,F,93,42.29
2782,M,18,243.31
2783,F,85,215.36
2784,F,36,227.78
2785,F,35,11.15
2786,M,24,186.33
2787,F,22,299.29
2788,F,21,128.72
2789,F,33,193.23
2790,M,84,110.78
2791,M,20,295.77
2792,F,23,92.28
2793,F,19,90.49
2794,F,75,95.68
2795,F,23,287.24
2796,F,77,166.36
2797,F,19,66.76
2798,M,23,177.46
2799,F,55,82.62
2800,F,68,127.39
2801,F,72,158.24
2802,M,59,44.54
2803,F,18,90.34
2804,M,22,201.91
2805,F,58,180.03
2806,M,34,188.61
2807,M,23,248.66
2808,F,24,207.43
2809,M,53,60.66
2810,F,34,239.46
2811,F,23,190.14
2812,F,22,37.24
2813,M,98,234.13
2814,F,43,42.46
2815,M,61,67.6
2816,M,22,265.23
2817,M,27,20.6
2818,F,21,288.49
2819,M,31,221.07
2820,M,54,31.3
2821,F,50,157.71
2822,F,24,23.08
2823,F,22,34.43
2824,F,69,239.88
2825,F,93,160.32
2826,F,95,260.14
2827,M,41,124.15
2828,M,66,32.04
2829,F,18,139.55
2830,F,18,92.18
2831,F,23,69.08
2832,F,20,245.75
2833,F,45,160.28
2834,F,67,111.48
2835,F,46,293.93
2836,M,20,74.63
2837,F,43,189.21
2838,F,18,227.5
2839,F,40,152.52
2840,F,58,188.82
2841,M,31,18.84
2842,F,35,296.24
2843,F,19,39.96
2844,F,20,292.87
2845,F,89,217.41
2846,F,24,149.34
2847,M,19,150.65
2848,F,33,107.74
2849,F,37,273.28
2850,F,31,181.91
2851,M,41,110.77
2852,F,72,175.66
2853,F,24,20.68
2854,M,41,114.23
2855,M,24,43.78
2856,F,68,108.19
2857,F,47,13.22
2858,F,20,263.37
2859,M,41,282.85
2860,F,20,246.01
2861,M,41,252.85
2862,F,64,232.67
2863,F,97,227.44
2864,F,21,166.24
2865,F,80,82.21
2866,F,19,171.68
2867,M,45,222.69
2868,F,20,75.3
2869,F,18,137.01
2870,F,69,284.32
2871,F,22,209.92
2872,M,19,138.13
2873,M,18,150.02
2874,M,44,204.66
2875,F,26,44.19
2876,M,50,60.12
2877,M,22,25.86
2878,F,34,263.15
2879,M,18,245.0
2880,F,41,112.99
2881,F,98,261.13
2882,F,23,87.72
2883,F,21,237.35
2884,F,79,12.02
2885,F,36,19.57
2886,F,88,192.46
2887,F,40,235.03
2888,M,51,260.6
2889,F,68,52.08
2890,F,87,25.27
2891,F,36,192.31
2892,F,29,164.78
2893,F,22,108.86
2894,F,43,107.91
2895,F,86,189.64
2896,M,18,228.59
2897,F,62,19.49
2898,F,23,207.42
2899,F,66,236.61
2900,F,33,113.1
2901,M,22,72.87
2902,F,23,25.6
2903,M,32,128.76
2904,M,19,223.75
2905,F,23,276.77
2906,F,35,8.98
2907,F,24,128.41
2908,F,49,188.86
2909,M,46,78.82
2910,F,20,155.69
2911,F,23,25.03
2912,F,73,30.91
2913,F,26,109.93
2914,F,24,130.93
2915,M,23,29.39
2916,F,23,135.59
2917,F,79,113.26
2918,F,35,277.8
2919,M,20,144.67
2920,F,23,166.05
2921,M,25,23.86
2922,F,89,151.7
2923,M,20,252.17
2924,F,40,159.47
2925,F,81,32.19
2926,F,46,98.54
2927,F,42,39.89
2928,F,25,107.66
2929,F,51,27.6
2930,F,63,110.09
2931,M,18,22.27
2932,F,52,26.02
2933,F,75,135.44
2934,F,37,214.32
2935,F,22,177.53
2936,F,22,154.62
2937,M,21,123.46
2938,F,95,222.81
2939,M,52,217.73
2940,F,25,125.62
2941,F,56,225.21
2942,F,42,24.13
2943,F,89,60.62
2944,F,38,139.66
2945,F,21,123.45
2946,F,43,28.31
2947,M,87,124.4
2948,M,76,201.46
2949,F,22,151.62
2950,F,78,148.92
2951,F,38,177.16
2952,F,40,15.97
2953,M,26,28.13
2954,F,50,265.94
2955,F,20,80.72
2956,F,34,235.76
2957,M,81,141.06
2958,F,51,65.58
2959,M,21,118.0
2960,F,27,171.35
2961,F,75,153.35
2962,M,24,102.62
2963,F,21,188.87
2964,M,83,187.34
2965,F,98,116.32
2966,M,82,78.68
2967,F,39,26.53
2968,M,93,180.69
2969,M,78,96.08
2970,M,53,216.53
2971,F,41,126.08
2972,F,49,219.46
2973,F,27,235.04
2974,F,51,32.74
2975,M,24,149.12
2976,F,40,67.51
2977,F,19,190.37
2978,M,21,117.87
2979,M,28,157.04
2980,F,54,243.65
2981,F,19,279.36
2982,F,21,211.52
2983,M,18,168.97
2984,M,20,70.7
2985,F,67,62.95
2986,F,71,175.7
2987,F,22,250.47
2988,F,36,168.06
2989,F,18,131.33
2990,F,21,268.75
2991,F,23,60.33
2992,F,21,26.67
2993,F,51,287.41
2994,F,33,217.95
2995,M,55,19.88
2996,F,38,83.39
2997,M,59,41.63
2998,F,31,204.54
2999,F,50,209.26
3000,M,18,231.84
3001,F,34,108.47
3002,F,52,206.11
3003,F,31,105.83
3004,F,20,208.93
3005,F,23,230.57
3006,M,33,259.98
3007,F,21,264.66
3008,M,84,207.36
3009,F,19,5.73
3010,M,30,225.3
3011,M,22,60.97
3012,M,20,138.82
3013,F,24,60.3
3014,F,91,136.17
3015,F,18,105.39
3016,F,21,31.79
3017,F,35,19.78
3018,F,24,171.21
3019,M,88,188.44
3020,F,20,153.04
3021,F,50,216.39
3022,F,19,154.17
3023,F,48,288.87
3024,F,20,86.78
3025,F,37,282.81
3026,M,18,227.87
3027,F,20,187.32
3028,F,19,234.73
3029,M,42,271.42
3030,F,42,166.46
3031,F,20,167.48
3032,F,32,205.68
3033,M,28,258.49
3034,F,45,88.01
3035,F,24,132.81
3036,F,36,59.49
3037,M,34,46.56
3038,F,24,90.9
3039,F,80,124.34
3040,F,23,209.85
3041,F,40,18.27
3042,F,22,297.42
3043,F,19,16.63
3044,M,19,149.34
3045,F,29,32.95
3046,F,32,207.9
3047,M,19,195.64
3048,F,80,235.21
3049,F,20,88.81
3050,F,32,214.09
3051,F,20,127.93
3052,F,47,127.4
3053,F,20,119.3
3054,M,21,222.43
3055,F,46,296.68
3056,F,28,138.31
3057,F,76,263.71
3058,F,84,297.18
3059,F,37,39.06
3060,M,24,292.43
3061,F,19,155.15
3062,M,19,107.2
3063,M,30,102.28
3064,F,79,6.06
3065,F,24,202.22
3066,F,29,218.01
3067,M,30,263.24
3068,F,28,269.87
3069,M,59,72.62
3070,F,20,274.69
3071,F,22,7.36
3072,F,21,151.77
3073,M,21,179.49
3074,F,64,38.91
3075,F,22,277.96
3076,F,24,275.44
3077,M,98,157.03
3078,M,19,138.65
3079,F,25,130.48
3080,F,19,103.71
3081,F,54,250.06
3082,F,50,10.29
3083,M,45,203.02
3084,F,27,72.09
3085,F,51,249.93
3086,F,23,150.53
3087,M,40,80.57
3088,F,65,66.24
3089,F,42,65.78
3090,F,69,279.83
3091,F,18,292.72
3092,M,23,162.55
3093,F,44,230.22
3094,M,24,99.87
3095,F,20,232.03
3096,F,22,82.4
3097,F,41,140.1
3098,M,18,177.29
3099,F,48,256.43
3100,F,19,178.85
3101,F,19,134.75
3102,F,70,102.58
3103,F,21,169.21
3104,M,19,221.02
3105,F,38,53.81
3106,F,23,181.77
3107,F,50,184.77
3108,F,43,136.84
3109,F,71,106.89
3110,F,37,112.18
3111,M,51,160.51
3112,F,54,217.57
3113,M,19,272.11
3114,F,18,289.41
3115,F,91,122.09
3116,F,23,101.26
3117,M,86,50.19
3118,F,89,83.66
3119,F,22,12.33
3120,F,18,201.56
3121,F,50,86.24
3122,F,65,55.63
3123,F,27,143.78
3124,M,34,121.09
3125,M,22,165.08
3126,F,85,106.02
3127,M,24,56.1
3128,F,30,21.97
3129,F,86,159.35
3130,F,26,281.24
3131,F,48,279.88
3132,M,35,153.99
3133,F,84,244.37
3134,F,74,63.93
3135,M,28,61.57
3136,M,31,44.48
3137,F,21,230.54
3138,F,31,295.28
3139,F,18,165.01
3140,F,20,26.17
3141,F,97,49.84
3142,F,23,23.96
3143,F,47,140.69
3144,M,32,73.63
3145,M,49,268.86
3146,F,22,232.71
3147,F,29,285.31
3148,F,20,215.82
3149,F,21,217.49
3150,F,36,107.53
3151,F,74,131.98
3152,F,42,264.67
3153,F,68,108.42
3154,F,75,96.22
3155,F,98,85.41
3156,F,64,296.84
3157,F,50,299.67
3158,F,47,15.1
3159,F,37,170.68
3160,F,22,163.95
3161,F,98,158.49
3162,M,47,218.08
3163,F,22,207.62
3164,M,85,5.68
3165,F,56,126.82
3166,F,48,134.64
3167,F,33,13.67
3168,F,55,29.54
3169,F,65,249.8
3170,F,53,295.87
3171,F,22,197.18
3172,F,53,172.91
3173,F,18,274.24
3174,M,22,279.54
3175,F,60,106.36
3176,M,24,18.84
3177,F,32,150.62
3178,M,26,140.81
3179,F,24,159.62
3180,M,37,66.08
3181,F,24,147.45
3182,F,85,269.34
3183,F,23,269.03
3184,F,62,139.84
3185,M,78,49.75
3186,F,23,190.48
3187,F,24,165.59
3188,F,24,212.97
3189,F,73,57.4
3190,F,23,96.37
3191,F,48,233.57
3192,F,45,124.37
3193,M,21,7.34
3194,F,44,246.43
3195,F,72,232.5
3196,M,92,290.32
3197,F,19,19.46
3198,F,85,16.26
3199,M,22,45.4
3200,F,19,126.79
3201,F,52,210.0
3202,F,26,274.45
3203,F,71,277.42
3204,F,24,218.54
3205,F,69,215.26
3206,F,23,264.19
3207,F,83,262.97
3208,M,88,224.85
3209,M,21,54.03
3210,M,21,270.66
3211,F,20,43.35
3212,M,95,81.49
3213,M,24,266.0
3214,F,68,143.79
3215,M,19,55.31
3216,M,18,135.68
3217,M,19,298.14
3218,F,28,126.17
3219,F,18,112.89
3220,M,51,105.89
3221,F,70,248.84
3222,M,21,142.78
3223,F,26,11.24
3224,M,65,22.23
3225,F,22,170.42
3226,M,23,83.06
3227,F,36,128.75
3228,F,21,21.79
3229,F,53,98.79
3230,F,33,25.92
3231,M,71,188.89
3232,F,20,172.19
3233,F,18,176.21
3234,F,44,247.59
3235,F,23,179.75
3236,F,91,291.12
3237,F,65,105.81
3238,F,18,56.43
3239,M,18,22.13
3240,F,33,160.94
3241,F,66,224.31
3242,F,42,109.58
3243,F,79,260.18
3244,F,58,98.59
3245,F,23,144.97
3246,F,88,202.45
3247,F,20,139.62
3248,F,24,57.96
3249,M,38,195.63
3250,F,24,212.12
3251,F,19,132.83
3252,F,21,229.84
3253,F,36,25.03
3254,M,89,50.38
3255,F,86,128.55
3256,F,65,137.33
3257,F,23,186.27
3258,F,32,234.22
3259,F,21,129.45
3260,F,24,28.97
3261,M,46,68.59
3262,F,25,130.27
3263,M,39,110.9
3264,F,24,239.22
3265,M,24,255.48
3266,M,41,112.1
3267,F,20,51.13
3268,F,91,32.52
3269,M,22,220.53
3270,F,89,51.08
3271,F,55,35.79
3272,F,21,83.79
3273,F,18,174.79
3274,F,20,215.32
3275,F,94,87.29
3276,M,83,51.1
3277,F,24,19.6
3278,F,89,212.12
3279,F,23,163.14
3280,F,19,156.7
3281,M,24,93.53
3282,F,57,126.74
3283,F,48,58.94
3284,F,48,7.05
3285,F,49,164.49
3286,F,52,96.35
3287,F,59,198.15
3288,F,19,241.94
3289,F,59,187.53
3290,F,42,159.44
3291,F,45,284.68
3292,F,22,126.57
3293,F,99,158.0
3294,F,21,24.59
3295,F,38,166.93
3296,F,24,89.86
3297,F,37,22.39
3298,M,76,25.72
3299,M,71,99.62
3300,F,81,139.83
3301,F,48,10.4
3302,F,20,117.46
3303,F,20,294.44
3304,F,20,294.85
3305,F,95,112.03
3306,M,21,234.65
3307,F,24,40.34
3308,F,55,158.91
3309,M,23,216.84
3310,M,65,73.58
3311,F,22,131.38
3312,F,32,231.57
3313,F,59,208.98
3314,F,42,70.33
3315,F,69,260.4
3316,F,33,228.73
3317,M,40,73.29
3318,F,64,29.06
3319,M,43,289.99
3320,F,24,93.64
3321,F,46,143.38
3322,M,19,121.57
3323,F,27,14.88
3324,F,76,165.39
3325,F,30,206.83
3326,M,40,47.71
3327,M,19,167.79
3328,F,33,17.36
3329,M,18,227.77
3330,F,35,68.04
3331,F,44,290.74
3332,F,38,28.72
3333,F,50,80.8
3334,F,18,41.11
3335,F,36,72.51
3336,M,20,94.77
3337,M,22,273.49
3338,F,89,290.98
3339,F,21,175.96
3340,F,49,65.61
3341,M,23,138.84
3342,F,43,199.04
3343,F,52,29.36
3344,F,51,128.41
3345,F,22,212.18
3346,F,57,206.42
3347,F,53,139.79
3348,M,21,193.52
3349,M,23,14.2
3350,F,31,267.24
3351,F,48,90.38
3352,M,91,139.25
3353,F,20,264.2
3354,F,23,290.56
3355,M,20,266.66
3356,F,21,105.86
3357,M,52,14.93
3358,M,22,222.64
3359,F,21,66.58
3360,F,21,203.48
3361,M,29,200.74
3362,F,44,274.82
3363,F,21,33.82
3364,M,18,24.86
3365,M,54,236.65
3366,F,20,258.45
3367,M,40,70.98
3368,M,24,144.81
3369,M,82,95.48
3370,F,70,221.89
3371,M,46,111.5
3372,F,28,231.47
3373,M,22,72.91
3374,F,36,113.39
3375,M,91,20.12
3376,F,22,224.16
3377,F,24,292.3
3378,M,99,159.6
3379,F,24,192.56
3380,F,23,188.0
3381,M,53,44.44
3382,F,88,52.95
3383,M,28,142.56
3384,M,31,269.15
3385,F,76,205.31
3386,F,74,195.38
3387,M,20,190.89
3388,F,76,136.4
3389,M,25,153.94
3390,M,24,209.2
3391,F,45,71.87
3392,F,95,283.6
3393,M,48,58.73
3394,M,21,31.65
3395,F,84,228.66
3396,F,19,297.2
3397,M,66,282.5
3398,F,24,120.09
3399,M,20,23.9
3400,M,20,150.99
3401,F,54,77.18
3402,F,26,60.55
3403,F,41,261.39
3404,F,23,108.15
3405,F,22,219.21
3406,M,33,99.39
3407,F,26,49.8
3408,F,44,293.96
3409,M,35,231.79
3410,M,40,194.25
3411,F,81,73.9
3412,F,88,203.8
3413,F,54,250.81
3414,F,21,77.33
3415,F,70,89.88
3416,F,21,246.27
3417,F,24,55.5
3418,F,19,47.54
3419,F,23,30.01
3420,F,46,91.3
3421,M,26,273.16
3422,M,69,140.28
3423,F,91,236.27
3424,F,24,196.09
3425,F,24,52.72
3426,M,40,174.69
3427,F,31,119.81
3428,F,18,96.54
3429,F,46,242.96
3430,F,21,259.39
3431,F,35,186.59
3432,M,18,31.24
3433,F,40,54.99
3434,F,35,171.01
3435,M,84,243.47
3436,M,92,155.3
3437,F,26,290.43
3438,M,28,220.32
3439,M,81,8.49
3440,F,18,164.78
3441,F,21,159.19
3442,M,20,123.67
3443,F,33,178.86
3444,F,24,51.93
3445,M,19,262.81
3446,M,81,269.42
3447,F,19,236.05
3448,F,31,10.71
3449,F,24,177.83
3450,M,22,207.0
3451,F,59,252.44
3452,M,90,125.94
3453,F,81,108.17
3454,F,43,142.53
3455,F,21,12.06
3456,F,18,26.08
3457,F,23,21.76
3458,F,44,286.86
3459,M,64,150.1
3460,F,91,141.55
3461,F,21,147.76
3462,M,21,172.02
3463,F,19,26.37
3464,F,21,35.11
3465,M,48,225.12
3466,F,26,167.49
3467,F,47,88.9
3468,F,44,79.83
3469,F,65,33.58
3470,M,18,201.23
3471,M,93,157.28
3472,M,20,68.89
3473,M,22,64.81
3474,F,51,100.78
3475,F,20,66.69
3476,F,92,34.63
3477,F,98,252.5
3478,F,18,203.08
3479,M,22,186.75
3480,F,24,106.35
3481,M,47,96.5
3482,F,18,53.62
3483,F,72,23.15
3484,F,21,217.51
3485,F,32,10.34
3486,M,63,228.83
3487,F,24,31.2
3488,M,23,152.01
3489,M,95,217.1
3490,M,54,250.16
3491,F,25,139.71
3492,F,19,248.33
3493,F,21,91.16
3494,F,97,237.68
3495,M,39,239.79
3496,M,48,143.3
3497,F,24,55.48
3498,M,18,59.03
3499,M,39,284.21
3500,M,44,226.37
3501,F,22,192.59
3502,M,24,61.66
3503,M,18,173.92
3504,F,30,9.75
3505,F,26,39.61
3506,F,25,94.92
3507,F,55,23.45
3508,F,24,211.3
3509,M,25,167.41
3510,M,19,197.27
3511,F,19,91.53
3512,F,39,199.38
3513,F,22,110.23
3514,F,20,265.65
3515,M,18,89.99
3516,F,29,198.2
3517,F,96,294.91
3518,F,44,217.38
3519,F,29,67.2
3520,M,88,129.17
3521,F,54,107.7
3522,F,50,138.58
3523,M,22,152.64
3524,M,49,102.67
3525,F,21,272.31
3526,F,24,292.78
3527,F,18,89.12
3528,F,47,135.74
3529,F,78,162.2
3530,M,31,60.96
3531,F,34,265.3
3532,F,67,206.89
3533,M,21,251.78
3534,M,77,185.59
3535,F,36,30.06
3536,F,22,198.6
3537,F,69,170.84
3538,F,30,12.98
3539,M,22,283.74
3540,F,94,84.06
3541,F,24,297.3
3542,F,18,224.75
3543,M,84,129.02
3544,F,43,217.72
3545,F,23,249.34
3546,M,19,76.01
3547,M,24,175.29
3548,F,21,256.56
3549,F,22,71.06
3550,F,23,210.16
3551,F,24,19.87
3552,F,84,119.62
3553,F,91,75.81
3554,F,21,58.2
3555,F,19,201.97
3556,F,77,281.51
3557,M,39,141.92
3558,F,21,242.35
3559,F,33,238.34
3560,F,22,103.07
3561,F,87,78.25
3562,F,28,100.88
3563,M,73,260.92
3564,F,29,57.43
3565,F,22,181.52
3566,M,24,275.89
3567,M,45,151.03
3568,F,88,265.36
3569,F,83,288.64
3570,F,25,169.7
3571,F,44,177.14
3572,F,25,86.91
3573,F,47,232.82
3574,F,75,71.98
3575,M,21,8.25
3576,F,20,140.71
3577,M,21,65.19
3578,F,42,136.5
3579,F,26,23.85
3580,M,41,280.01
3581,F,35,238.58
3582,F,73,67.96
3583,F,80,202.72
3584,F,32,73.91
3585,F,23,273.01
3586,M,87,120.61
3587,F,19,81.85
3588,F,18,103.73
3589,M,53,138.31
3590,M,22,30.55
3591,F,24,111.33
3592,M,32,161.75
3593,F,20,153.07
3594,F,19,126.24
3595,F,18,275.27
3596,F,18,267.84
3597,F,24,8.78
3598,F,95,141.02
3599,F,22,112.33
3600,M,24,201.59
3601,F,21,49.57
3602,M,18,265.71
3603,F,19,11.28
3604,F,99,277.85
3605,F,39,38.19
3606,M,52,88.29
3607,F,46,156.82
3608,F,22,82.54
3609,F,80,140.99
3610,M,21,222.52
3611,M,57,29.46
3612,F,67,192.23
3613,F,31,286.76
3614,F,21,199.69
3615,F,29,170.91
3616,F,42,178.42
3617,F,24,64.37
3618,F,36,218.03
3619,F,18,17.35
3620,F,70,232.02
3621,M,53,264.78
3622,F,98,210.05
3623,F,35,65.83
3624,F,30,175.96
3625,M,90,32.99
3626,F,99,244.9
3627,F,41,6.5
3628,F,27,94.3
3629,F,78,163.51
3630,F,23,123.58
3631,F,65,267.45
3632,F,23,249.12
3633,F,28,150.37
3634,F,41,244.38
3635,M,33,84.13
3636,F,29,99.31
3637,M,44,23.87
3638,F,78,274.82
3639,F,35,16.92
3640,F,20,192.84
3641,F,18,107.07
3642,M,23,91.81
3643,M,28,207.4
3644,F,19,68.37
3645,F,29,112.79
3646,F,21,38.1
3647,F,18,130.8
3648,F,62,8.93
3649,M,37,224.62
3650,F,41,237.05
3651,F,25,243.83
3652,F,30,262.83
3653,F,50,89.49
3654,F,80,164.73
3655,F,53,16.54
3656,F,49,131.66
3657,F,37,244.68
3658,F,18,262.3
3659,F,18,170.73
3660,F,61,196.1
3661,F,76,135.82
3662,M,63,97.42
3663,F,19,170.97
3664,M,71,159.22
3665,M,83,90.18
3666,M,52,260.93
3667,M,82,158.02
3668,M,99,76.33
3669,F,26,282.66
3670,M,23,240.75
3671,F,73,281.36
3672,F,43,14.0
3673,M,61,93.24
3674,F,40,142.7
3675,F,19,271.98
3676,M,18,40.17
3677,F,31,35.91
3678,F,20,108.65
3679,F,22,88.78
3680,F,23,186.23
3681,M,22,163.41
3682,F,28,232.44
3683,M,44,77.69
3684,F,18,125.75
3685,F,38,202.78
3686,F,20,283.04
3687,F,96,170.87
3688,F,28,185.19
3689,F,27,49.8
3690,F,52,166.65
3691,F,66,42.89
3692,F,26,237.97
3693,F,74,183.49
3694,F,27,163.48
3695,F,41,52.15
3696,F,26,154.09
3697,F,23,74.66
3698,F,18,189.38
3699,M,32,104.97
3700,F,52,64.26
3701,F,21,240.03
3702,F,20,151.08
3703,M,43,121.44
3704,F,26,251.99
3705,F,22,72.52
3706,M,19,8.98
3707,F,71,264.1
3708,F,19,267.31
3709,M,26,98.59
3710,M,34,262.22
3711,F,18,78.11
3712,F,24,162.96
3713,F,49,44.82
3714,F,79,69.21
3715,F,72,247.2
3716,F,69,224.15
3717,F,76,183.82
3718,M,99,132.99
3719,F,45,103.26
3720,F,24,185.02
3721,F,36,53.95
3722,M,18,85.52
3723,F,27,249.61
3724,F,20,25.97
3725,F,25,133.61
3726,F,54,8.79
3727,F,71,36.66
3728,F,54,62.16
3729,F,22,218.35
3730,F,64,237.14
3731,F,53,130.02
3732,F,21,154.84
3733,F,20,206.48
3734,F,81,215.02
3735,M,24,20.06
3736,F,75,162.43
3737,F,46,64.19
3738,F,69,188.48
3739,M,19,77.51
3740,F,28,97.07
3741,M,40,16.84
3742,M,29,186.92
3743,M,24,34.9
3744,F,30,19.42
3745,F,37,268.82
3746,F,56,244.75
3747,M,22,159.88
3748,M,22,74.81
3749,F,50,86.59
3750,M,48,250.07
3751,F,18,123.82
3752,F,59,22.41
3753,F,22,63.3
3754,M,65,140.65
3755,F,21,226.57
3756,F,21,51.09
3757,F,96,126.42
3758,M,95,288.39
3759,F,60,159.01
3760,F,33,132.19
3761,F,93,147.51
3762,F,20,36.16
3763,F,63,67.0
3764,M,48,10.12
3765,F,60,58.41
3766,M,39,182.43
3767,M,19,13.92
3768,M,20,45.28
3769,M,24,104.3
3770,M,79,241.49
3771,M,75,22.24
3772,F,94,266.9
3773,M,20,103.92
3774,M,52,164.76
3775,F,66,130.59
3776,F,18,53.82
3777,F,48,219.03
3778,M,39,82.16
3779,F,23,276.67
3780,F,20,134.81
3781,M,39,236.72
3782,F,30,223.42
3783,M,37,80.82
3784,F,79,236.51
3785,F,19,161.08
3786,F,18,184.06
3787,F,82,128.17
3788,M,59,120.37
3789,M,25,294.55
3790,M,23,260.37
3791,F,28,187.46
3792,F,19,84.14
3793,F,41,84.68
3794,F,49,74.51
3795,M,89,297.95
3796,M,37,87.07
3797,F,72,165.73
3798,F,22,141.15
3799,F,18,226.69
3800,F,19,156.81
3801,F,18,46.25
3802,F,23,223.7
3803,M,23,136.97
3804,F,44,136.63
3805,F,27,266.72
3806,M,25,10.25
3807,M,32,153.51
3808,F,68,253.76
3809,F,70,257.23
3810,F,61,143.0
3811,M,20,246.63
3812,F,40,90.33
